appid,is_free,recommendations,required_age,release_year,metacritic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
730,2.1969275576431546e-07,0.9999999023083245,0.0,0.0004420218245978027,0.0,0.2194082149151451,0.021573455535053125,0.03890005127343144,-0.13510152334194472,-0.009197621863180013,0.0008990978833575206,-0.21345510370279594,-0.058492879329744125,-0.1635207711254754,0.018120323614908302,0.1546811281719439,0.08353852238758513,-0.02498743819185112,-0.043230524724696004,0.018406278439897245,0.022060486037744957,0.1955705785860198,0.010071502232712706,-0.05981805148766411,0.09961489618440075,0.013393731708257193,0.08505306538787558,-0.03595296866051259,0.13272529432141048,-0.08063788771970223,-0.1066608607657656,0.08156164878868208,-0.047971073535459235,0.04990457638048936,-0.08222698511723023,0.012173349067571837,-0.03311377687888021,0.02625393418706297,0.02139998106334435,-0.07022901806292553,0.19486640385772955,-0.0203587659875369,0.024582006026766277,0.15114856773710575,-0.13794910325967535,-0.19920997001606544,0.08504126326362503,-0.12827603585803538,-0.01253552761310569,0.15418585141686497,-0.03782126062626174,-0.08935788416978636,0.10528424925718041,-0.11662845883244423,-0.027061958164379576,0.016337909137127127,-0.0537339461879647,-0.09229319052953347,0.013090678946194985,0.04061757858979656,0.0574387812539967,0.00984951821355474,-0.06427723901038271,0.09587678172333172,0.05544581496269145,0.0019164561517424077,0.06017161019506273,-0.04542721265355829,-0.02013567123756404,0.03200592494504802,-0.018563781500006427,0.041553464164576885,-0.04358196733106709,-0.015036411512719703,-0.03840929110158454,0.054430208123696575,-0.05013877227655694,-0.019772643649103763,0.04259574345163472,0.016326495901399944,0.01989814698897058,0.05459740665192146,0.0033194010841238516,-0.013844714288875189,-0.010318849717132043,0.015808524394067623,-0.024334001116068055,0.05978852197770291,-0.030956058142775106,-0.0022403915933755787,0.05046383319863417,-0.009950736194083527,0.023617997322297746,0.02056673768905086,-0.012698583902083522,-0.026771093113371055,-0.0629781054799003,0.01277215472674947,0.030746911321104957,0.01880008706141715,-0.03992143647862071,-0.018089996493955637,-0.024466103852999327,0.014227273250199707,-0.043944080727373845
570,6.900938702025606e-05,0.9902847037406745,0.0,0.13891589607177543,0.006210844831823045,0.354955174868316,-0.006372287445137323,-0.043507325457960135,-0.06764980776727078,-0.02985303731220973,-0.09888344243393389,0.04240751036104591,0.017621502760619044,-0.06691283652460066,-0.013153930064842828,0.020966890933698905,0.08691881816927748,-0.010423962075869011,0.0034687934770623366,0.1285744184574296,-0.051589516530577646,0.040328293347115636,0.05372416750929915,-0.02333798208911319,-0.0033650743237700204,-0.017548337081713387,0.07482861516147077,0.007013063886972813,0.0817555504935768,-0.04068936930555467,-0.05271291068610395,0.09078307594627878,-0.038704516481287914,0.0567993662522264,0.029813821901519436,-0.004403324518309628,0.044456772683507374,-0.048117625853878986,-0.03144995343294635,0.06503165035517305,-0.03287573168772991,0.010196556141370711,0.002671272429883591,0.028570966137630768,-0.010775812667821114,0.06555699331171316,0.003758102915718635,7.67516218233644e-05,-0.06060343284762681,0.012894572012707694,0.060159574205221784,-0.025002236491006233,0.011087661128739225,0.012959205670731201,-0.01692657772064586,-0.06698500164227753,0.046365306439003995,0.014084551421434976,0.021341281278005237,0.026186032684636595,0.07724476343902965,-0.03544310062767097,0.04610021029090901,-0.027870141200232904,-0.02806495191116925,0.0014014004288008383,-0.028829903727445514,-0.020359857147612487,-0.0056898975097786075,0.03713555481389841,0.053922694105705916,-0.04351544095709119,0.01297397520985137,0.019823074241692072,-0.04710945428094745,-0.031157898959037183,0.005040861475053832,0.05110416774182176,0.031908262145780235,0.014513675386579506,0.022412567667783507,0.037285940925194654,0.010838621409482854,-0.006700469802497217,-0.001321728651013867,0.03201364437862737,-0.07968824048790286,-0.0432509305153566,0.026025864994432504,-0.004093050425446966,0.028110642234422847,-0.020868479702362566,0.026146674143920193,-0.03541361393426041,-0.010753890290461053,0.01683588907873037,-0.014201022559801105,-0.023997299370755232,0.0366472990772218,-0.03720000088785852,0.028860386153638347,-0.012476026351637921,0.04944752638839558,-0.020982062751343972,0.00204576292332409
578080,5.742060329092645e-07,0.9999993293166031,0.0,0.0011581735683779866,0.0,0.42275423430300646,-0.008183636858481705,-0.05190268434382035,-0.012360954624990586,0.09126286593766837,0.030843330168700386,-0.017994978763530775,-0.03328460003995061,-0.03142790317120609,-0.014991641745085318,-0.07434582487930977,0.04649344938525482,0.02721945691820353,0.008485384380638648,-0.0024181555922120047,0.015465640769521187,0.0875108929357725,-0.027973688328850627,-0.07838285436522982,0.014416992751655212,0.039145777539794785,-0.028503492444208665,-0.008392726247296497,0.00296691678256685,0.05636013890704038,0.11012681934247817,0.007413855401927723,-0.0011073893774018891,0.01130284546148017,0.04625256341357371,-0.0017241635467429052,-0.04222601840383885,-0.023718067061755263,0.03096997483951572,0.05482901185232351,-0.008817188636831664,0.03964166656056657,-0.022310330272304422,0.021807018142007403,-0.031055554962323022,0.012048364827967995,0.006355544508699304,0.021904484632823535,-0.016105582746627593,0.040581581594722964,-0.015173407670276255,0.020621156449626882,0.019828150745801788,0.06139065564693131,-0.0197908418818954,-0.008269165176597187,0.013194225258260696,0.0225812886663963,-0.008218967014084692,0.013279723692832207,-0.0008977325064847461,0.06641160596201685,0.047507064900899496,0.008657386247656659,0.01691723461315101,-0.009577198295253128,0.027038463273613412,-0.02559323348307996,0.006554055342085206,-0.03413405128716832,0.04758541402644692,0.0016946725832880382,0.05222000533369121,-0.0063064933504757064,-0.013314790683866881,0.02545876239394312,0.053493254943673234,0.0001414062380295652,-0.02213845779606274,0.009717837063528804,0.007646929076792,0.017641544916403195,-0.03949789595346823,-0.02282573549063603,0.01959175085701747,-0.009540790292994707,0.02140902611211514,-0.002679636991020626,-0.017097778240960114,0.03845430206302831,0.05326690402869618,-0.0014090805728114637,0.04330562741587544,0.0077115189267143195,0.0036457986803498437,0.0072973408976554945,0.03199578220567791,0.042464218928172544,-0.0029070643522346156,0.01529995037793363,-0.04502607998279837,-0.012830635307113628,0.0014925044595109917,-0.0034410949922634225,0.014249080584886506
252490,0.0,0.9999980547908285,0.0,0.00197126140908139,6.740190149980967e-05,0.4326589767726105,0.01712380629967642,-0.045981330074055346,-0.02480483962991964,0.10436219722028571,0.02677366282252326,-0.059257302053439424,-0.08077478648549002,-0.04481442315806677,-0.05927926583873537,-0.014464944497081494,-0.007027635789389457,-0.02763561186112231,-0.05629770420593843,-0.12303069873878028,0.014279515714685493,-0.06784445316506886,0.059025215526827504,-0.08123328886435231,-0.05415684488348141,0.05055818841258084,0.040268439602963634,-0.05706433447404588,-0.07511682518090833,0.020139870481015815,-0.06365592710422964,0.022963850204936617,0.006164290272026469,-0.030218270956856075,0.07161798697874483,0.04869214484387838,-0.03997440881064432,-0.041770921606103566,0.012020797941112368,-0.028674146002017842,-0.022836331442947985,-0.009334685706226144,0.08612836634334906,0.042213694904988296,-0.00261378304234211,0.011211377246610492,-0.021525225321269728,0.040684707056993695,0.0670995208718173,0.03365761806763296,-0.0010568759001241621,0.04487308144622781,0.003671990200113227,-0.004773509573041974,-0.03515942293866677,-0.04148924241478409,0.006418654528108931,-0.0101040189651792,0.006466328926748758,0.06339747327548974,0.01144872849059482,0.049557628291043675,0.013749027302786184,0.04342608936409249,-0.028545354124075113,-0.05527357482461129,0.0508636241582217,0.01422224857698707,0.0461423704916199,0.016930330159079254,0.0005143783767267747,0.030156866937114744,0.011501216904222714,0.04002239843604212,-0.05258565787605488,0.05001345933132222,0.07808547657145434,-0.008159073448878174,0.01724189479886653,0.05775218319994872,0.016462530364497817,-0.04576206800353834,-0.00023938822658790522,0.016281904311310956,0.022419477838257342,-0.018320218795140862,-0.08940759660872542,-0.00176364159152885,0.0015968740818332273,0.05661626538515531,-0.010606711542660345,0.0042638625250019345,0.00127908931198483,0.04240290543817791,-0.017442199645974658,-0.06710746696473208,-0.0032306897531634146,0.026199305796664213,-0.02047273330520861,0.02738830172727078,-0.021547722918165597,-0.025581101015040235,0.0033726031440440944,-0.01912752322486305,0.02038965483691691
359550,8.336454692901842e-07,0.9999985890415711,1.4171972977933132e-05,0.0016797956206197212,0.0,0.42077229983348463,0.0018640881682827886,0.02922744753318543,0.009178754941978296,0.05710263792668983,-0.04456961679293563,-0.0627268971543308,-0.0343112821955577,-0.040430150025328265,-0.05077724040109984,-0.07096290386959223,0.06277329212949825,0.009878484908742886,-0.010387900975441327,0.04109900882253104,0.01018305804702117,0.07014688246704005,0.016996265173960124,0.07428120126723727,0.012673117362718764,-0.01215230384693309,0.030944504280194587,0.006265197469140208,-0.0022754767073816136,0.05722162152178528,0.0012811108157456414,-0.014595609752115754,-0.04350214346613612,-0.06840720399251837,0.005554014705120311,-0.040338980406598626,-0.03145014116731585,0.044913132995665135,-0.014260777920083133,-0.014297334413075489,-0.05731087245285012,0.013738132790833687,-0.0033522567264837417,0.0058006666734117165,-0.0741705313896577,-0.047017561996982385,-0.023445121605250974,0.036421877655788616,0.022886333251832473,-0.031026043008915666,0.0016380347199820523,0.012350119085379904,0.0585989661090898,0.0025334316925663667,-0.012937119202465399,-0.04920787675092219,-0.040903553372931535,0.02194418920507017,0.023600935655394218,-0.050890113874981845,-0.01751815548997348,-0.028582264188822478,0.023338615646479557,-0.02730995642228876,0.022112746388560978,-0.00809691169609734,-0.004257925835621439,-0.042616841546274174,0.012259006847169086,-0.04442214383396483,0.01709865622324043,-0.009852109770694239,-0.008302611527616561,0.05759318554385659,-0.018218801402073846,-0.011850308505748787,0.03224326298636794,-0.005396672982650694,-0.036092212392367734,0.04364384661153982,-0.012814600531744207,0.028435943637369964,-0.0690512192095108,-0.017201315187932723,0.012931436729758227,-0.014682051356096204,-0.02269769309780134,0.01361602527607424,-0.02105799430315475,-0.006088592463715956,0.035474979951131774,-0.0025584982519531265,0.038109547193315566,-0.04852068357921371,0.027323993156225964,-0.019501859540665484,0.014612729764813696,-0.0007788698135532334,-0.051448767478535495,-0.0419350254835912,-0.020971734487061,0.030836561814918173,-0.02083991245374274,0.05681895850964596,0.03251811835812064
431960,0.0,0.9999970673179226,0.0,0.002421849614276195,0.0,0.23322605710432154,0.007738805666015359,-0.08679554790114863,0.013434941046636152,0.11816914508439201,-0.011335508795009332,-0.013020410624973604,0.039047279122946046,0.023834476220516806,0.011794750565863954,0.05185994120062025,-0.0070498944111628825,-0.02253593850516351,0.0367705079997908,0.05242206867236927,-0.021814558202557437,0.011276053728653965,0.011028357027140154,0.03779139423218248,0.03306399682804589,-0.013657167739355368,0.046458155631737316,0.07146015993246232,0.041609208402606554,-0.016931542743458677,0.02123576598918242,-0.13893787575279254,0.07235179213247198,-0.05268968760385848,0.019762879413568916,-0.030798765610206058,0.034490654451115876,0.03405593408199948,0.046768524639873944,-0.05413903358730571,-0.09808817600157625,0.01845858134039352,0.027236535404462338,-0.03961861610583379,0.01530510125214758,-0.0801056961839268,-0.11485884643945278,-0.12186325346411599,-0.036303093843473064,0.05076348400119852,0.0659755020219296,0.0361403528572667,0.03483860510519517,-0.032150010765659695,-0.020247283745072692,0.04781872663235814,0.03598837063334273,0.07923830733705864,0.058586315907947516,-0.0480730814969206,0.01826729919435914,0.016294389529040686,-0.021998820351027848,-0.00406178825623627,0.006609978822122555,-0.08974943879062394,0.013992686380971196,-0.029872650601853058,-0.01057677260563,-0.008171970386306156,-0.06657173511856694,0.041115296056775406,-0.019540788426829363,0.02894537118289887,0.004392899118454624,-0.0030654431699648527,-0.08462212596492233,0.0021225645533165236,0.017191622760439514,0.009850793282469024,-0.06284790019174316,0.07105534192849408,0.07476223148922527,-0.10448761812101134,-0.07167190136817236,-0.056743829318142675,-0.021421080362638966,0.0426055441057641,-0.00048815269524812854,0.10499300137593906,-0.012305328448689706,0.022022214053301133,0.09244417583228721,-0.03496706151942195,-0.024592794505971478,0.003287827516034982,0.011562787717052535,0.13217816683890998,0.01177819864450532,0.01794940440790512,-0.020391984480480692,-0.040667156009682494,0.007438298440666526,0.12144479530964854,0.035406542642985234
413150,0.0,0.9999964832871463,0.0,0.0026494777386665918,0.00011696603112168981,0.42348574823293667,-0.014739692657821612,-0.12599807150650028,-0.0038405544273128066,0.0938142021100433,0.03515955153961326,0.07655816503593865,0.01905044787993883,0.027647466482507436,0.0027204561887353568,-0.0267259702659546,0.031627378057219796,0.02496966562837663,0.04518692383857725,-0.03190032665564123,0.003776376549296729,0.031223519931990337,-0.0156941095263417,-0.030934301812373017,-0.0016197544291584967,0.015477246410100898,-0.03737039712379091,-0.07619413530298197,-0.028237148825633912,-0.008342302553027215,-0.06421354849905417,-0.04331809236515546,-0.052829351746177936,0.038319809764735556,0.013679440555153431,0.025486887395793058,-0.0014469370898057728,-0.087239494256351,0.0334660918685259,0.007150760028996107,0.042080808527099126,-0.033561743389490264,0.10149944272322287,0.04742486317023344,0.005010817508847346,0.021670720116281756,0.040530491412364575,0.015488274296300154,-0.004357269550697587,-0.012316699480424612,-0.00903498889816704,0.022829317194011683,-0.05673533289990691,0.003123216356813348,0.048074128333315494,-0.06423140680639092,0.002394415724942896,0.028545458957124892,0.0021316620680054636,0.014560844529643999,-0.000902625893174182,0.04986821998705612,-0.037862971904106944,0.08356937198825856,0.034330575726664564,0.01625240538240514,0.020622117800632386,0.0794762459358728,0.009656507658368518,-0.0015839899394073588,-0.036434997992230087,0.05816171630635545,-0.02386516694435134,0.045821684336643444,-0.01056536853755543,-0.016638929525726254,0.03698178578935524,0.017531192316326834,-0.04492439865622767,0.00022372789778153396,-0.018474812067095062,-0.02484730758147813,0.02900675614829217,-0.000866451909820458,-0.015133317708486655,-0.024567190843084813,0.03155120462951139,-0.09414690611337864,-0.01964432269749402,0.03167936679604873,0.08965131552804034,0.03755907673501693,0.030846127589777686,-0.022999157071961145,0.036900632595048735,0.0824003550732349,-0.0009090664415112512,-0.021247806985742308,0.0016588053408932387,0.01899869908105665,0.042902138168804255,-0.020459714849694888,-0.017491954632578185,0.011081795447976056,-0.04720345946679931
218,0.0,0.0,0.0,0.0,0.0,0.010223811545309026,0.04011965798804145,0.015557883522378677,-0.026625115251127637,0.02300775317425432,0.00858368814930223,-0.1378219769580246,-0.027096896812216983,-0.14646666129156777,0.13376618712352675,0.3442378712280353,0.3925621592283334,-0.003800987718818435,0.33047824841922413,-0.07490672616089629,0.0006866059050948646,-0.2110492552049536,-0.10042159430012745,0.09063790138512842,-0.10859096803248129,-0.05262904084092959,-0.10720844328905824,0.007468766579621915,-0.12106477992961692,0.08853304124949277,0.0949313539633741,0.0017598557490018723,0.01050798062451536,-0.011849689080110387,0.002039262641700181,-0.02607163583250481,0.013841408322338114,-0.010634712318466608,-0.006207075976193096,0.01729175061323744,-0.007885740528944526,-0.0026334012087093055,-0.019799162263127758,0.0002680590246402826,-0.022901543453528427,-0.001978910469369065,0.007476450454300764,0.02998665370681556,0.014321271038398536,-0.025151317884823086,-0.010392198323731946,-0.005493798065672175,0.0007182451602774681,0.017054519283268836,-0.012507285497608864,-0.005537630916681781,-0.016109737921471808,-0.0025635675468135225,0.013135599161575976,-0.005034403141824586,-0.007018969843518911,-0.02064025147891886,0.013276993997986725,-0.0029601687281026945,-0.0014317104575157745,0.015115813971025708,-2.976321813541287e-05,0.01593094356995354,0.004497422325734,0.00034041601882533936,0.006048231722249329,-0.009065451793244274,0.0037188852357037377,-0.0009862153201617438,-0.0036859154032426833,0.006543731972827767,0.01929315974976518,0.007353087503729512,-0.0008374989209284428,-0.014063775266421023,0.008063598615686894,-0.006745967915802781,0.0024591538473816856,0.004458931625262265,-0.0031354290487206563,-0.005875491874879891,0.0012967364972487844,-0.0026555250437667478,-0.003854079107782229,-0.012076331004846235,-0.005882289159788898,-0.009619563836409368,0.003945625158573729,-0.008452535775124894,-0.0011432776334778826,0.0023937638174799628,0.0016088625223190205,0.007181170789907833,-0.006653537120731967,0.007879610237882854,0.003157901965793495,0.013913216920201307,0.008401088494409032,0.004459973110558444,0.002035908690769817
381210,0.0,0.9999940313176221,2.913375994392502e-05,0.00345492117923252,0.0,0.4026076041812447,-0.008143380235590233,-0.07747830139789104,-0.012062410893887772,0.05894574418991287,0.11269064469437318,0.013065327825230514,-0.007094888794506427,-0.015034909210050577,0.02977713682242673,-0.065398698645173,0.009063810271903772,0.0995907277071697,0.058743873557518034,-0.005251158537479646,-0.0003064944275580116,0.013688643400623387,-0.020557617207153416,-0.06809038510938073,-0.007713525176165816,0.02668118743011492,0.015265808141482007,0.022299235681309735,0.043957190688630764,0.011946871194499477,0.022094407417031132,-0.01245077140676934,0.036917209009614566,0.06062943680463507,-0.01991029940145029,-0.005876852914289041,-0.00884272614676327,0.0033876620754861005,-0.006781933297573599,0.006458137907981676,-0.0256514721843268,0.004259614335711809,-0.02095849306567733,0.00715738804529714,-0.02950994041272537,0.03723743098985904,0.0029805321714926245,-0.010332228995791257,0.003169150590383707,-0.006131805592215029,0.023463369896100605,-0.014809124257348988,0.008605291883812802,-0.026612574665653123,0.053269238697746406,0.06146546215792238,0.0204372021208114,-0.022895779111863714,0.00253171700503422,-0.020760060137311562,0.001127404968257878,-0.02044740378835809,0.033519928159636676,-0.01679600235706468,-0.013976413689749672,0.01566507065597731,-0.017357829610386875,-0.003737743183049323,-0.00607049350688254,0.006035186516635144,0.037442397467101894,-0.04223171476734877,0.030775756027080423,0.00784238632279976,0.004791925121779664,0.0055269168650297525,0.053864564769178586,0.01135539588621303,-0.03544439224614241,-0.03817669171031855,0.017644608946163192,-0.008341634060600548,0.06596919155788358,-0.07381257741703247,-0.00913777576297124,0.031131964495313216,0.000502616540270701,0.01964413115779268,-0.029377400566179362,0.002869778658055917,-0.01532449843368378,0.007926088541304624,0.04333545392719358,-0.017816456432311223,0.012954394115901937,-0.0014212914479478176,-0.023292562272505448,0.015549013158764759,0.0613503159254332,0.004880491672989632,-0.00921839487050796,-0.005258247270957639,-0.012338449179439749,-0.03571141294158876,0.02062490882166324
440,2.3333346544418624e-05,0.9989005655665614,0.0,0.04683002651464818,0.0021466678820865137,0.3986419460116817,-0.001287929960521161,-0.020525858789047634,-0.1440274376026349,0.04191823931158868,-0.028186480512163152,-0.13775312951249513,0.04244575997472804,-0.12333999003908679,0.016605434039421742,0.03139341716440605,0.07715893152433953,-0.02278778213123296,-0.035403490373314694,0.013783787456212834,0.0192343622094785,0.15223584213336894,0.02199864563713118,-0.045332739630009014,0.037248068788716907,0.03361777685484566,0.06661520818692213,-0.03508762066712071,0.1134598341768789,-0.028091273874070365,-0.07792798319619974,0.026650997686512325,-0.02334591781068267,0.019135654824686304,-0.008342325574646925,-0.0035665176851507148,0.002126204440648075,-0.04180943750620765,0.011005253278077998,-0.020486370080906417,0.061552879462064065,0.030211492200625585,-0.0026325977794496224,0.05253888450777346,0.019687699585485195,-0.038266642792529844,0.018135200116352616,-0.009782470996089459,0.029015997480266776,0.015409833728872783,-0.07362338205951349,0.000945421521399151,0.05347788051407788,0.010764974332225551,0.03598288087529607,0.009427586887468201,-0.011266946137794057,0.034447062049056135,0.018650905334716982,0.01812073464976107,-0.04614061346563619,-0.017028651926899136,0.0028277356805388645,-0.0024132403765232792,-0.028195750507532587,-0.022354050680126025,-0.01586885468463558,0.00748251323365771,0.0077088885941442005,-0.01771944534858996,-0.0018598989448875818,-0.07069931681833928,0.01973904171225154,0.07075523080800812,-0.026214924718372425,-0.12317478054650452,0.061002954171154734,0.0058162813830525215,0.0033539200814683397,0.03648715983115724,-0.05929605463466433,0.017231091299363517,0.021684116980516272,0.04302293204437666,0.011352544561136756,0.010440272885675946,-0.010120979008071181,-0.061867251682063334,0.0417574655109186,0.04881439167730538,-0.011949354204130541,-0.04048182387722868,-0.00638186902658993,-0.09687668308933449,-0.030983578573399048,-0.011225674649299059,0.1125854530724835,-0.09996014306265875,0.04494078855010211,-0.03506157752598709,-0.0444081892273154,-0.006711131195212992,0.06797813479780494,-0.08872632983438358,-0.004868389407366672
