game_threshold,num_train_examples,k,hit_rate,mean_avg_prec,ndcg,mrr
5,,1,0.6413918462736952,0.6413918462736952,0.0,0.6413918462736952
5,,5,0.8966502207218904,0.490573876915087,0.7673505345075704,0.742707521855795
5,,10,0.9524798753570501,0.4071410023370553,0.7638059473573507,0.750434436736696
5,,20,0.9776681381459361,0.3458028673345269,0.7448197602347678,0.7522897176088358
